web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588178-448","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","“I can see why it can be attractive for an employer to look for an easy indicator; the challenge is that this isn’t an indicator for any of the problems they’re trying to avoid. There are probably people who go to work tired who will have more safety impacts than someone who has used cannabis a few days before coming to work,” he says."
"1584588167-95","https://www.rnz.co.nz/news/the-wireless","Wireless Docs: The Forest of Tiriwa","https://www.rnz.co.nz/news/the-wireless/375277/wireless-docs-the-forest-of-tiriwa","Produced and Directed by James Littlewood & Hank Snell for Wireless Docs."
"1584588178-418","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","PhD student Luke Oldfield could answer those questions with a four-letter word. In fact he did in a blog post, in January, called “Telling Madison Recruitment to go f*** themselves: Census 2018”. Oldfield was riled after applying for a summer job as a Census temporary field officer. The process for the $20.20-an-hour job involved sending a resume and cover letter with references, undergoing a police check, a phone interview, online literacy and numeracy tests, and participating in group and individual role-playing games. Applicants also needed a drivers’ license."
"1584588169-246","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Kidsline (ages 5-18): 0800 543 754 (24/7)"
"1584588171-341","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Kerry, a builder who lives directly underneath the flats, hopes they disappear. “I would love to see them demolished. Especially when you consider there could be a nice, green space behind my house.”"
"1584588165-57","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","So where did they get the idea that crime had increased? The proportion of people who used social media as one of their main sources of information about crime grew from 29 percent in 2014 to 45 percent in 2016. Most respondents got their information about crime from newspapers and television, while only 12 percent had personal experience of crime. Media coverage of reported crime tends to focus on murder and other rare drug or violence related crime, especially when they involve children - either as victims or perpetrators."
"1584588165-64","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","New Zealand’s prisons are full of people with back stories similar to, or worse, than this. More than three quarters of prisoners have been victims of violence and about 65 percent have low literacy and numeracy skills. More than half are Māori. Prisoners are more likely to have come from poverty. They have addiction problems - alcohol, meth - and they struggle with mental health issues like post-traumatic stress disorder. Ninety percent of people who go to prison before they turn 20 will have prior involvement with New Zealand’s child state care agency, and 15 to 24-year-olds make up about 40 percent of arrests in New Zealand."
"1584588162-4","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Farrier, currently in Europe, used his interview for this story as an opportunity to have another nudge at Waihekians. “I sometimes troll people who post about their love of Waiheke Island,” he wrote in an email, “although the line’s blurred because I genuinely think the place is terrible. Honestly it’s so terrible. Maroon them there. Don’t let them off. Sink it. See, now I’m trolling I suppose. No, no - actually sink it. Put Waiheke Island in the bin.”"
"1584588165-71","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","That plan came to an end the minute he was let out. “My choice was determined by the environment that I had always lived in… I didn’t ‘get’ mainstream society. It’s a daunting thing … the idea of going straight. I’d rather face gang members with guns… I just couldn’t think of a worse thing to do than going back to mainstream.”"
"1584588169-138","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588171-271","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The building has an unusual maisonnette (French for “little house”) structure. There are 12 single floor bedsits on the ground floor, and 75 two-bedroom, two-storey flats with their own staircases. They are linked by open balconies and the building’s lifts and stairs."
"1584588171-324","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The technology is improving, and scanning teams are tackling more and more sites, but the university believes its project could be a first for New Zealand."
"1584588169-149","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","On July 12, he began searching for guns for sale on Trade Me and Google. On July 16, he chatted with his mother on Skype. When she asked him about the loan, he told her not to talk about it."
"1584588169-186","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588174-379","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Ella is currently managing one class at school, and has a teacher from the Northern Health School come twice a week to work with her on her other subjects. “They are great because they know how to do it with the lowest possible stress, which makes such a difference.” She feels lucky to have good friends who support her “and don't get annoyed with me having to rest.”"
"1584588180-462","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","It’s a bit weird eh [being a role model now for my old friends]. Back then, I used to look up to them, in a way, because they knew what to do - that street life. It’s kinda weird them looking up to me in a way like that, but it’s good because they’re looking up to me in a good way. I don’t look at them in a negative way. I still believe that my friends can make it out. All you need is the discipline and being taken out and away from all of that bad stuff."
"1584588169-232","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Barbara Rogers can be seen on CCTV opening the curtains of her apartment overlooking Myers Park. Her husband thought the loud bangs sounded like “Chinese fireworks.” “Oh my gosh” said Barbara, as she looked out the window, “someone’s been shot.”"
"1584588178-421","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","“I come from a privileged situation compared to a lot of people; I have the luxury of gliding through the next few weeks and I’ll be back earning $1000 a week [on a scholarship], but what about everyone else?” he says."
"1584588169-176","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Between 4.32pm and 6.24pm, Vyrvova sent Cerven 66 text messages. She was grief-stricken, and blamed herself for nagging him about money. “I’m dying of fear,” she wrote. He responded 12 times."
"1584588165-82","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","The prison population is forecast to increase to more than 13,400 in the next 10 years. If nothing changes, a new prison will be needed every two to three years. The average cost of housing a prisoner is $100,000 a year."
"1584588176-386","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Konglish is just one of the legacies of my life as a 1.5 generation immigrant - a person who moves countries as a kid, their childhood forever split between nations and cultures. It's a unique experience that mimics neither that of first generation migrants, who move as adults, nor second generation migrants, who are born and raised in the nation their parents migrated to."
"1584588176-413","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Then we continued to dine on the banquet of Korean BBQ, accompanied by unconventional sides like avocados, puha kimchi and my mum’s special ssamjang sauce made with preserved feijoas. A table of dishes as unconventional as I am."
"1584588171-339","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","It therefore stands to reason that ugly, imposing architecture might have the opposite effect."
"1584588176-384","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Hye Ji Lee 
Photo: Luke McPake"
"1584588169-218","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588162-11","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Golf-Papez spent almost two years observing the behaviour of online trolls for her thesis. “I thought they were assholes when I started out,” she says. But she was surprised by what she discovered. “I found some funny trolls, where it was impossible not to laugh. The target may not have found them funny, but I saw how trolling can definitely be entertaining for the audience.”"
"1584588169-173","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Judith tells the inquest that she was worried too. Because Cerven was Catholic, she had a feeling he may try and get the police to shoot him, rather than to take his own life. She says she doesn’t know why she had this thought - perhaps she’d overheard Vyrvova say something on the phone. “It may have just been my imagination.”"
"1584588178-454","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","“Drug testing is so invasive into someone’s personal body, and that disrupts trust, meaning there is more chance [the employee] feels the need to hide things.”"
"1584588169-168","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“I’m so ashamed,” Cerven wailed."
"1584588169-167","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","It was chaos when they arrived on the doorstep, Judith said. Words were being spoken in Slovakian and English. Both Cerven and Vyrvova were in tears."
"1584588165-56","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Despite the crime rate dropping steadily since 1992, 70 percent of New Zealanders surveyed in 2016 thought it had increased and 16 percent thought it had stayed the same. Most people said they did not have confidence in the criminal justice system, yet most said they knew “a little” or “nothing at all” about it."
"1584588178-434","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Psychometric testing saw Anna Pearson miss out on an internship. 
Photo: Julian Vares / The Wireless"
"1584588169-188","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","It was 7.16pm when Cerven made his way down the path that led him past a playground to the bottom of the hill. He turned right, and walked through the centre of the park, along an alley of lichen-crusted palms towards a marble statue of a writhing family of goats -  a gift from China."
"1584588178-441","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","A criminal history wouldn’t necessarily rule anyone out if the person was transparent and explained the charges, she says, but the company would want to know about any history of dishonesty or breach of privacy."
"1584588171-288","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Grant Guilford sits in a building that was also once evacuated and earmarked for demolition, before a determined volunteer organisation fought for it to be saved and refurbished, and sighs."
"1584588178-414","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Pre-employment drug tests, psychometric tests, aptitude tests, credit checks, police checks and health tests add up to a lot of work before you even get the job - or don’t get it - Naomi Arnold discovers."
"1584588176-396","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","***"
"1584588162-21","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Photo: AFP"
"1584588169-208","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Between 4.32pm and 6.24pm, Eva sent David 66 text messages. She was grief-stricken, and blamed herself for nagging him about money. 
Photo: Illustration: Luke McPake / The Wireless"
"1584588176-402","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Nahyeon Lee, a film director, writer and producer, did not. She moved to New Zealand as a 2-month-old baby, but grew up very much in the world of her parents - first generation Korean migrants. For the first five years of her life, she grew up with Korean language and culture and she remembers going to school and experiencing the ‘culture shock’ many 1.5 generation children are hit with when they arrive in New Zealand."
"1584588171-306","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","A recent view of the flats' walkway, taken from the university's virtual reality project. 
Photo: Image: Victoria University"
"1584588165-86","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Getting that social licence - convincing the public that these changes will make them safe - and gaining the support of the Labour government’s coalition partner New Zealand First, is one of the biggest hurdles he faces."
"1584588174-350","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Seven years ago, Teresa’s* three children, then aged 9, 12 and 13, became sick over the school holidays with glandular fever. But instead of recovering from the viral illness, they all got worse. Much worse. Their energy levels plummeted, they developed sensitivity to light, sound and motion; and their muscles and joints throbbed in pain. Simply sitting and standing up was exhausting."
"1584588169-142","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","But within three days of arriving in the country, Cerven was chatting with a woman online, “I will find you one day… U very sexy,” he wrote, via Facebook on March 23."
"1584588176-387","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Hye Ji 'Erica' Lee as a child with her parents. 
Photo: Unknown"
"1584588169-209","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven",""
"1584588178-444","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","***"
"1584588171-257","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Inside, it is silent. Mould creeps up the banisters and seeps through the floor, plaster peels from the ceiling and walls, and opportunists long ago stripped each apartment of its copper pipes and water cylinders."
"1584588171-272","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The flats will soon be the only remaining maisonnette structure in New Zealand. Earlier this month, its sister building on Greys Avenue in Auckland’s CBD was condemned for demolition, to make way for newer state housing and rentals."
"1584588178-426","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","“What people tend to do is if they, say, get someone to fill out a personality questionnaire, someone will look at what that questionnaire spits out and make decisions about a person based on that. And the problem with personality profiles is that it just tells us if someone’s responded to a personality questionnaire. It doesn’t tell us about them.”"
"1584588180-457","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","I’m 17 years of age, I live out in West Auckland, Massey. I actually didn’t think I would be formed into the person I am today. There wasn’t as much opportunity six years ago as there is now for me. I barely had anything to do but like, hang out with all my friends. I would always do whatever I wanted to do. I started wagging school when I was around 9. I used to get bullied at school but that wasn’t the only reason I didn’t go to school - sometimes I just didn’t feel like school was my thing, to be honest. None of the teachers liked me."
"1584588169-175","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","At 4.30pm Murray returned home, and the trio took the motorway over the harbour bridge and into the city. They drove to Myers Park - Vyrvova thought she might find Cerven there, as it was near their apartment. But after searching for him and calling his name, she and Murray returned to the car where Judith was waiting. It was getting dark. They hadn’t found him."
"1584588180-465","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","I just hope I make my parents proud, to be honest. I just want that day to come when I can give back to my parents and my family and thank all the people that helped me get to where I am right now."
"1584588174-367","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","SCEPTICISM HINDERING TREATMENT"
"1584588176-405","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Nahyeon Lee, left, on the set of her short film My Mother Told Me, with actor Bridget Wong. 
Photo: Hillie Chan"
"1584588171-321","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","“This is a way to preserve historical buildings,” says Rogers. “Many get destroyed, and others aren’t even completed beyond their original plans. This way, the buildings live forever … except if someone accidentally deletes the file.”"
"1584588171-274","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Christine McCarthy, the co-president of the Architectural Centre and a staunch advocate for keeping the Gordon Wilson Flats, says the design represents a political expression. “In the 20th century, a group of architects, including Wilson, became interested in designing buildings for the people, rather than the elite,” she says."
"1584588165-73","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","He’s since been released, and this time he’s managed to stay out of prison. He moved to a different part of town, cut ties with all but his immediate family, got himself off meth and now holds a degree in sociology and Māori."
"1584588169-165","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Vyrvova asked Cerven if he was alright. He seemed sad, she thought, and had been hugging her more than usual."
"1584588178-446","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","The Ministry of Business, Innovation and Employment’s Employment New Zealand says that in safety sensitive workplaces, pre-employment drug testing can be used by employers to “show that they are serious about managing the alcohol and drug risks within the workplace”, and that including notification of this in job vacancy ads sends that message to prospective employees. Employment NZ recommends employers wait until test results are completed and are clear before offering a job, so there is no argument that there was an employment relationship already in place."
"1584588171-292","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","There was criticism when it bought the building for about $6 million. Wellington Central MP, Grant Robertson, said he was “outraged” by the idea of Housing New Zealand selling a block of land to the university when social housing was in short supply."
"1584588169-185","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","At 6.57pm, Vyrvova spoke to David for the last time. He was crying and laughing. He told her he had gone to church to confess his sins. He told her not to worry about him, that he would go to heaven."
"1584588178-431","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Anna Pearson knows what it’s like to be tripped up at the last moment by pre-employment testing. In 2009, she won a journalism internship with Crown entity Antarctica New Zealand, based on an application and an interview. Then she was asked to take an internet-based psychometric test, which found she had only a 40 per cent probability of being “a safe and dependable employee,” and the offer was pulled from the table, she says."
"1584588169-106","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","At 7.15pm, he arrived at the Queen St entrance to Myers Park and leaned on a brick wall. His light brown hair was always cut short. He was tall, sinewy, with a pleasant oval face and thick eyebrows. He was wearing blue jeans and a blue and white checked shirt under an orange high-visibility raincoat with reflectorised bands, that looked slightly too big for him."
"1584588178-416","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Once upon a time, applying for a job involved sending in your CV, getting an interview, shaking hands, signing an IRD form and starting on Monday. Today, getting a job can also involve psychometric tests, aptitude tests, drug and alcohol tests, credit checks, police checks and health tests before you even discuss the salary."
"1584588169-182","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“It’s no longer working. You have no future with me.”"
"1584588171-328","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Earlier this year, the fight for the Gordon Wilson Flats took another turn. The city council voted to change the site from an inner-residential area to an institutional precinct. In other words, despite the building’s heritage status, the university can now file a resource consent for demolition."
"1584588169-105","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","He turned right onto Queen St, walked past the Kiwiana shop, waited for the lights. Past the currency exchange, 2Degrees, more lights. ANZ, Westpac, Smith and Caughey’s, more lights, Burger King and the town hall and the place that sells kung fu shoes and samurai swords."
"1584588167-96","https://www.rnz.co.nz/news/the-wireless","Wireless Docs: The Forest of Tiriwa","https://www.rnz.co.nz/news/the-wireless/375277/wireless-docs-the-forest-of-tiriwa","Made with the support of NZ On Air."
"1584588171-317","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","A demo of the virtual reality project showing how a flat looks now. 
Photo: Image: Victoria University"
"1584588169-223","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Since August 2, 2015, officers 12 and 16 have been involved in four investigations. In March 2016, police announced that a criminal investigation - Operation Delaware - found the shooting was justified under section 48 of the Crimes Act: The officers were acting in self defence."
"1584588171-304","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Out of the question, Guilford says. “Our experts explored all the options when we bought the flats, and they thought it would cost between $30 and $40 million to fix up, which is money we don’t have. That could be even more now,” he says."
"1584588171-284","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Over time, as most buildings do, the Gordon Wilson Flats deteriorated. A family friend of the Wallace’s remained there for most of her life, and though she didn’t want to be interviewed, she told Wallace that tenants gradually lost their pride in the building they called home."
"1584588162-23","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","But if they are a troll that can be blocked, should you block them? Farrier has been targeted by both trolls and cyber bullies and doesn’t hesitate: “If someone is being homophobic or nasty to me or someone else I’ll block in an instant. I go to Twitter for fun, not to read horrible shit about myself.”"
"1584588169-151","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","A week later via Skype chat, Cervenova begged her son to repay the loan. He told her he couldn’t, it was too much, and he would never return to Slovakia."
"1584588174-352","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","ME/CFS is a brutal, debilitating, and often misunderstood disease. There is currently no laboratory test for it and diagnosis is instead reached through a process of elimination, which is often time-consuming and expensive. There are also no known cures. A complex and multi-faceted condition, it features a bewildering set of symptoms, including profound fatigue, cognitive dysfunction, sleep disturbance and pain – all made worse by exertion of any sort. At the severe end, sufferers become bed-bound and need 24-hour care."
"1584588169-199","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","He continues to pace back and forth. The officers say he was talking to himself. They say he ignored requests to come into the light, then to show his hands, to bring his phone out of his pocket and to lie down on the ground."
"1584588169-178","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“I’m on the run my dear. I want to be free just for this one day. I will confess tomorrow.”"
"1584588178-429","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","“I work in psychometrics so I believe in it, but you can’t take a skinny look at it; you have to do it properly. I did my PhD on narcissism; I can’t look at a personality profile and say someone is a narcissist based on it. But if you interview someone you can see it.”"
"1584588174-357","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Socially, they missed out on a lot, she says. Feeling isolated from people their own age was one of the hardest things. “We did have some friends that would come out and visit. But then some people thought they would catch it. People are kind of scared when a whole family has got something, so you do lose quite a few social contacts because they think, ‘Gosh, if the whole family has got it, I’m going to get it too’.”"
"1584588165-35","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","The Prime Minister’s former chief science advisor Sir Peter Gluckman says the reason we’ve locked more and more people up is because media-driven panic has stoked fear: “We keep imprisoning more people in response to dogma not data.”"
"1584588169-125","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","A man and a woman are sitting at the back of room 7.1 at the Auckland District Court whispering loudly. Their conversation fills the small, windowless room."
"1584588178-443","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","She says most people the company hires are a good fit – and that’s thanks to the extensive testing that happens before the contracts are signed."
"1584588171-254","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","It is something of a rite of passage for newcomers to the capital to pass by the Gordon Wilson Flats and marvel at a lumpen concrete slab in disrepair, alien to its surroundings. Not that passing by is necessary, you can see the 10-storey, 87-unit bully from just about any vantage point in the city."
"1584588171-316","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","“Try not to get nauseous,” they warn, as they offer giant goggles, or a VR headset as they’re technically known."
